function                     mask  match   000  010  020
op_1010                , 0xf000,  0xa000, {  4,   4,   4}},
op_lsl_16_pi           , MASK__Y, 0xe3d8, { 12,  12,   9}},
op_lsl_16_r            , MASK_XY, 0xe168, {  6,   6,   6}},
op_lsl_16_s            , MASK_XY, 0xe148, {  6,   6,   4}},
op_lsl_32_r            , MASK_XY, 0xe1a8, {  8,   8,   6}},
op_lsl_32_s            , MASK_XY, 0xe188, {  8,   8,   4}},
op_lsr_08_r            , MASK_XY, 0xe028, {  6,   6,   6}},
op_lsr_08_s            , MASK_XY, 0xe008, {  6,   6,   4}},
op_lsr_16_ai           , MASK__Y, 0xe2d0, { 12,  12,   9}},
op_lsr_16_al           , MASKALL, 0xe2f9, { 20,  20,   9}},
op_lsr_16_aw           , MASKALL, 0xe2f8, { 16,  16,   9}},
op_lsr_16_di           , MASK__Y, 0xe2e8, { 16,  16,  10}},
op_lsr_16_ix           , MASK__Y, 0xe2f0, { 18,  18,  12}},
op_lsr_16_pd           , MASK__Y, 0xe2e0, { 14,  14,  10}},
op_lsr_16_pi           , MASK__Y, 0xe2d8, { 12,  12,   9}},
op_lsr_16_r            , MASK_XY, 0xe068, {  6,   6,   6}},
op_lsr_16_s            , MASK_XY, 0xe048, {  6,   6,   4}},
op_lsr_32_r            , MASK_XY, 0xe0a8, {  8,   8,   6}},
op_lsr_32_s            , MASK_XY, 0xe088, {  8,   8,   4}},
op_move_08_ai_ai       , MASK_XY, 0x1090, { 12,  12,   8}},
op_move_08_ai_al       , MASK_X_, 0x10b9, { 20,  20,   8}},
op_move_08_ai_aw       , MASK_X_, 0x10b8, { 16,  16,   8}},
op_move_08_ai_dn       , MASK_XY, 0x1080, {  8,   8,   4}},
op_move_08_ai_di       , MASK_XY, 0x10a8, { 16,  16,   9}},
op_move_08_ai_imm      , MASK_X_, 0x10bc, { 12,  12,   6}},
op_move_08_ai_ix       , MASK_XY, 0x10b0, { 18,  18,  11}},
op_move_08_ai_pcdi     , MASK_X_, 0x10ba, { 16,  16,   9}},
op_move_08_ai_pcix     , MASK_X_, 0x10bb, { 18,  18,  11}},
op_move_08_ai_pd       , MASK_XY, 0x10a0, { 14,  14,   9}},
op_move_08_ai_pi       , MASK_XY, 0x1098, { 12,  12,   8}},
op_move_08_al_ai       , MASK__Y, 0x13d0, { 20,  20,  10}},
op_move_08_al_al       , MASKALL, 0x13f9, { 28,  28,  10}},
op_move_08_al_aw       , MASKALL, 0x13f8, { 24,  24,  10}},
op_move_08_al_dn       , MASK__Y, 0x13c0, { 16,  16,   6}},
op_move_08_al_di       , MASK__Y, 0x13e8, { 24,  24,  11}},
op_move_08_al_imm      , MASKALL, 0x13fc, { 20,  20,   8}},
op_move_08_al_ix       , MASK__Y, 0x13f0, { 26,  26,  13}},
op_move_08_al_pcdi     , MASKALL, 0x13fa, { 24,  24,  11}},
op_move_08_al_pcix     , MASKALL, 0x13fb, { 26,  26,  13}},
op_move_08_al_pd       , MASK__Y, 0x13e0, { 22,  22,  11}},
op_move_08_al_pi       , MASK__Y, 0x13d8, { 20,  20,  10}},
op_move_08_aw_ai       , MASK__Y, 0x11d0, { 16,  16,   8}},
op_move_08_aw_al       , MASKALL, 0x11f9, { 24,  24,   8}},
op_move_08_aw_aw       , MASKALL, 0x11f8, { 20,  20,   8}},
op_move_08_aw_dn       , MASK__Y, 0x11c0, { 12,  12,   4}},
op_move_08_aw_di       , MASK__Y, 0x11e8, { 20,  20,   9}},
op_move_08_aw_imm      , MASKALL, 0x11fc, { 16,  16,   6}},
op_move_08_aw_ix       , MASK__Y, 0x11f0, { 22,  22,  11}},
op_move_08_aw_pcdi     , MASKALL, 0x11fa, { 20,  20,   9}},
op_move_08_aw_pcix     , MASKALL, 0x11fb, { 22,  22,  11}},
op_move_08_aw_pd       , MASK__Y, 0x11e0, { 18,  18,   9}},
op_move_08_aw_pi       , MASK__Y, 0x11d8, { 16,  16,   8}},
op_move_08_dn_ai       , MASK_XY, 0x1010, {  8,   8,   6}},
op_move_08_dn_al       , MASK_X_, 0x1039, { 16,  16,   6}},
op_move_08_dn_aw       , MASK_X_, 0x1038, { 12,  12,   6}},
op_move_08_dn_dn       , MASK_XY, 0x1000, {  4,   4,   2}},
op_move_08_dn_di       , MASK_XY, 0x1028, { 12,  12,   7}},
op_move_08_dn_imm      , MASK_X_, 0x103c, {  8,   8,   4}},
op_move_08_dn_ix       , MASK_XY, 0x1030, { 14,  14,   9}},
op_move_08_dn_pcdi     , MASK_X_, 0x103a, { 12,  12,   7}},
op_move_08_dn_pcix     , MASK_X_, 0x103b, { 14,  14,   9}},
op_move_08_dn_pd       , MASK_XY, 0x1020, { 10,  10,   7}},
op_move_08_dn_pi       , MASK_XY, 0x1018, {  8,   8,   6}},
op_move_08_di_ai       , MASK_XY, 0x1150, { 16,  16,   9}},
op_move_08_di_al       , MASK_X_, 0x1179, { 24,  24,   9}},
op_move_08_di_aw       , MASK_X_, 0x1178, { 20,  20,   9}},
op_move_08_di_dn       , MASK_XY, 0x1140, { 12,  12,   5}},
op_move_08_di_di       , MASK_XY, 0x1168, { 20,  20,  10}},
op_move_08_di_imm      , MASK_X_, 0x117c, { 16,  16,   7}},
op_move_08_di_ix       , MASK_XY, 0x1170, { 22,  22,  12}},
op_move_08_di_pcdi     , MASK_X_, 0x117a, { 20,  20,  10}},
op_move_08_di_pcix     , MASK_X_, 0x117b, { 22,  22,  12}},
op_move_08_di_pd       , MASK_XY, 0x1160, { 18,  18,  10}},
op_move_08_di_pi       , MASK_XY, 0x1158, { 16,  16,   9}},
op_move_08_ix_ai       , MASK_XY, 0x1190, { 18,  18,  11}},
op_move_08_ix_al       , MASK_X_, 0x11b9, { 26,  26,  11}},
op_move_08_ix_aw       , MASK_X_, 0x11b8, { 22,  22,  11}},
op_move_08_ix_dn       , MASK_XY, 0x1180, { 14,  14,   7}},
op_move_08_ix_di       , MASK_XY, 0x11a8, { 22,  22,  12}},
op_move_08_ix_imm      , MASK_X_, 0x11bc, { 18,  18,   9}},
op_move_08_ix_ix       , MASK_XY, 0x11b0, { 24,  24,  14}},
op_move_08_ix_pcdi     , MASK_X_, 0x11ba, { 22,  22,  12}},
op_move_08_ix_pcix     , MASK_X_, 0x11bb, { 24,  24,  14}},
op_move_08_ix_pd       , MASK_XY, 0x11a0, { 20,  20,  12}},
op_move_08_ix_pi       , MASK_XY, 0x1198, { 18,  18,  11}},
op_move_08_pd_ai       , MASK_XY, 0x1110, { 12,  12,   9}},
op_move_08_pd_al       , MASK_X_, 0x1139, { 20,  20,   9}},
op_move_08_pd_aw       , MASK_X_, 0x1138, { 16,  16,   9}},
op_move_08_pd_dn       , MASK_XY, 0x1100, {  8,   8,   5}},
op_move_08_pd_di       , MASK_XY, 0x1128, { 16,  16,  10}},
op_move_08_pd_imm      , MASK_X_, 0x113c, { 12,  12,   7}},
op_move_08_pd_ix       , MASK_XY, 0x1130, { 18,  18,  12}},
op_move_08_pd_pcdi     , MASK_X_, 0x113a, { 16,  16,  10}},
op_move_08_pd_pcix     , MASK_X_, 0x113b, { 18,  18,  12}},
op_move_08_pd_pd       , MASK_XY, 0x1120, { 14,  14,  10}},
op_move_08_pd_pi       , MASK_XY, 0x1118, { 12,  12,   9}},
op_move_08_pi_ai       , MASK_XY, 0x10d0, { 12,  12,   8}},
op_move_08_pi_al       , MASK_X_, 0x10f9, { 20,  20,   8}},
op_move_08_pi_aw       , MASK_X_, 0x10f8, { 16,  16,   8}},
op_move_08_pi_dn       , MASK_XY, 0x10c0, {  8,   8,   4}},
op_move_08_pi_di       , MASK_XY, 0x10e8, { 16,  16,   9}},
op_move_08_pi_imm      , MASK_X_, 0x10fc, { 12,  12,   6}},
op_move_08_pi_ix       , MASK_XY, 0x10f0, { 18,  18,  11}},
op_move_08_pi_pcdi     , MASK_X_, 0x10fa, { 16,  16,   9}},
op_move_08_pi_pcix     , MASK_X_, 0x10fb, { 18,  18,  11}},
op_move_08_pi_pd       , MASK_XY, 0x10e0, { 14,  14,   9}},
op_move_08_pi_pi       , MASK_XY, 0x10d8, { 12,  12,   8}},
op_move_16_ai_an       , MASK_XY, 0x3088, {  8,   8,   4}},
op_move_16_ai_ai       , MASK_XY, 0x3090, { 12,  12,   8}},
op_move_16_ai_al       , MASK_X_, 0x30b9, { 20,  20,   8}},
op_move_16_ai_aw       , MASK_X_, 0x30b8, { 16,  16,   8}},
op_move_16_ai_dn       , MASK_XY, 0x3080, {  8,   8,   4}},
op_move_16_ai_di       , MASK_XY, 0x30a8, { 16,  16,   9}},
op_move_16_ai_imm      , MASK_X_, 0x30bc, { 12,  12,   6}},
op_move_16_ai_ix       , MASK_XY, 0x30b0, { 18,  18,  11}},
op_move_16_ai_pcdi     , MASK_X_, 0x30ba, { 16,  16,   9}},
op_move_16_ai_pcix     , MASK_X_, 0x30bb, { 18,  18,  11}},
op_move_16_ai_pd       , MASK_XY, 0x30a0, { 14,  14,   9}},
op_move_16_ai_pi       , MASK_XY, 0x3098, { 12,  12,   8}},
op_move_16_al_an       , MASK__Y, 0x33c8, { 16,  16,   6}},
op_move_16_al_ai       , MASK__Y, 0x33d0, { 20,  20,  10}},
op_move_16_al_al       , MASKALL, 0x33f9, { 28,  28,  10}},
op_move_16_al_aw       , MASKALL, 0x33f8, { 24,  24,  10}},
op_move_16_al_dn       , MASK__Y, 0x33c0, { 16,  16,   6}},
op_move_16_al_di       , MASK__Y, 0x33e8, { 24,  24,  11}},
op_move_16_al_imm      , MASKALL, 0x33fc, { 20,  20,   8}},
op_move_16_al_ix       , MASK__Y, 0x33f0, { 26,  26,  13}},
op_move_16_al_pcdi     , MASKALL, 0x33fa, { 24,  24,  11}},
op_move_16_al_pcix     , MASKALL, 0x33fb, { 26,  26,  13}},
op_move_16_al_pd       , MASK__Y, 0x33e0, { 22,  22,  11}},
op_move_16_al_pi       , MASK__Y, 0x33d8, { 20,  20,  10}},
op_move_16_aw_an       , MASK__Y, 0x31c8, { 12,  12,   4}},
op_move_16_aw_ai       , MASK__Y, 0x31d0, { 16,  16,   8}},
op_move_16_aw_al       , MASKALL, 0x31f9, { 24,  24,   8}},
op_move_16_aw_aw       , MASKALL, 0x31f8, { 20,  20,   8}},
op_move_16_aw_dn       , MASK__Y, 0x31c0, { 12,  12,   4}},
op_move_16_aw_di       , MASK__Y, 0x31e8, { 20,  20,   9}},
op_move_16_aw_imm      , MASKALL, 0x31fc, { 16,  16,   6}},
op_move_16_aw_ix       , MASK__Y, 0x31f0, { 22,  22,  11}},
op_move_16_aw_pcdi     , MASKALL, 0x31fa, { 20,  20,   9}},
op_move_16_aw_pcix     , MASKALL, 0x31fb, { 22,  22,  11}},
op_move_16_aw_pd       , MASK__Y, 0x31e0, { 18,  18,   9}},
op_move_16_aw_pi       , MASK__Y, 0x31d8, { 16,  16,   8}},
op_move_16_dn_an       , MASK_XY, 0x3008, {  4,   4,   2}},
op_move_16_dn_ai       , MASK_XY, 0x3010, {  8,   8,   6}},
op_move_16_dn_al       , MASK_X_, 0x3039, { 16,  16,   6}},
op_move_16_dn_aw       , MASK_X_, 0x3038, { 12,  12,   6}},
op_move_16_dn_dn       , MASK_XY, 0x3000, {  4,   4,   2}},
op_move_16_dn_di       , MASK_XY, 0x3028, { 12,  12,   7}},
op_move_16_dn_imm      , MASK_X_, 0x303c, {  8,   8,   4}},
op_move_16_dn_ix       , MASK_XY, 0x3030, { 14,  14,   9}},
op_move_16_dn_pcdi     , MASK_X_, 0x303a, { 12,  12,   7}},
op_move_16_dn_pcix     , MASK_X_, 0x303b, { 14,  14,   9}},
op_move_16_dn_pd       , MASK_XY, 0x3020, { 10,  10,   7}},
op_move_16_dn_pi       , MASK_XY, 0x3018, {  8,   8,   6}},
op_move_16_di_an       , MASK_XY, 0x3148, { 12,  12,   5}},
op_move_16_di_ai       , MASK_XY, 0x3150, { 16,  16,   9}},
op_move_16_di_al       , MASK_X_, 0x3179, { 24,  24,   9}},
op_move_16_di_aw       , MASK_X_, 0x3178, { 20,  20,   9}},
op_move_16_di_dn       , MASK_XY, 0x3140, { 12,  12,   5}},
op_move_16_di_di       , MASK_XY, 0x3168, { 20,  20,  10}},
op_move_16_di_imm      , MASK_X_, 0x317c, { 16,  16,   7}},
op_move_16_di_ix       , MASK_XY, 0x3170, { 22,  22,  12}},
op_move_16_di_pcdi     , MASK_X_, 0x317a, { 20,  20,  10}},
op_move_16_di_pcix     , MASK_X_, 0x317b, { 22,  22,  12}},
op_move_16_di_pd       , MASK_XY, 0x3160, { 18,  18,  10}},
op_move_16_di_pi       , MASK_XY, 0x3158, { 16,  16,   9}},
op_move_16_frc_ai      , MASK__Y, 0x42d0, {  0,  12,   8}},
op_move_16_frc_al      , MASKALL, 0x42f9, {  0,  20,   8}},
op_move_16_frc_aw      , MASKALL, 0x42f8, {  0,  16,   8}},
op_move_16_frc_dn      , MASK__Y, 0x42c0, {  0,   4,   4}},
op_move_16_frc_di      , MASK__Y, 0x42e8, {  0,  16,   9}},
op_move_16_frc_ix      , MASK__Y, 0x42f0, {  0,  18,  11}},
op_move_16_frc_pd      , MASK__Y, 0x42e0, {  0,  14,   9}},
op_move_16_frc_pi      , MASK__Y, 0x42d8, {  0,  12,   8}},
op_move_16_frs_ai      , MASK__Y, 0x40d0, { 12,  12,  12}},
op_move_16_frs_al      , MASKALL, 0x40f9, { 20,  20,  12}},
op_move_16_frs_aw      , MASKALL, 0x40f8, { 16,  16,  12}},
op_move_16_frs_dn      , MASK__Y, 0x40c0, {  6,   4,   8}},
op_move_16_frs_di      , MASK__Y, 0x40e8, { 16,  16,  13}},
op_move_16_frs_ix      , MASK__Y, 0x40f0, { 18,  18,  15}},
op_move_16_frs_pd      , MASK__Y, 0x40e0, { 14,  14,  13}},
op_move_16_frs_pi      , MASK__Y, 0x40d8, { 12,  12,  12}},
op_move_16_ix_an       , MASK_XY, 0x3188, { 14,  14,   7}},
op_move_16_ix_ai       , MASK_XY, 0x3190, { 18,  18,  11}},
op_move_16_ix_al       , MASK_X_, 0x31b9, { 26,  26,  11}},
op_move_16_ix_aw       , MASK_X_, 0x31b8, { 22,  22,  11}},
op_move_16_ix_dn       , MASK_XY, 0x3180, { 14,  14,   7}},
op_move_16_ix_di       , MASK_XY, 0x31a8, { 22,  22,  12}},
op_move_16_ix_imm      , MASK_X_, 0x31bc, { 18,  18,   9}},
op_move_16_ix_ix       , MASK_XY, 0x31b0, { 24,  24,  14}},
op_move_16_ix_pcdi     , MASK_X_, 0x31ba, { 22,  22,  12}},
op_move_16_ix_pcix     , MASK_X_, 0x31bb, { 24,  24,  14}},
op_move_16_ix_pd       , MASK_XY, 0x31a0, { 20,  20,  12}},
op_move_16_ix_pi       , MASK_XY, 0x3198, { 18,  18,  11}},
op_move_16_pd_an       , MASK_XY, 0x3108, {  8,   8,   5}},
op_move_16_pd_ai       , MASK_XY, 0x3110, { 12,  12,   9}},
op_move_16_pd_al       , MASK_X_, 0x3139, { 20,  20,   9}},
op_move_16_pd_aw       , MASK_X_, 0x3138, { 16,  16,   9}},
op_move_16_pd_dn       , MASK_XY, 0x3100, {  8,   8,   5}},
op_move_16_pd_di       , MASK_XY, 0x3128, { 16,  16,  10}},
op_move_16_pd_imm      , MASK_X_, 0x313c, { 12,  12,   7}},
op_move_16_pd_ix       , MASK_XY, 0x3130, { 18,  18,  12}},
op_move_16_pd_pcdi     , MASK_X_, 0x313a, { 16,  16,  10}},
op_move_16_pd_pcix     , MASK_X_, 0x313b, { 18,  18,  12}},
op_move_16_pd_pd       , MASK_XY, 0x3120, { 14,  14,  10}},
op_move_16_pd_pi       , MASK_XY, 0x3118, { 12,  12,   9}},
op_move_16_pi_an       , MASK_XY, 0x30c8, {  8,   8,   4}},
op_move_16_pi_ai       , MASK_XY, 0x30d0, { 12,  12,   8}},
op_move_16_pi_al       , MASK_X_, 0x30f9, { 20,  20,   8}},
op_move_16_pi_aw       , MASK_X_, 0x30f8, { 16,  16,   8}},
op_move_16_pi_dn       , MASK_XY, 0x30c0, {  8,   8,   4}},
op_move_16_pi_di       , MASK_XY, 0x30e8, { 16,  16,   9}},
op_move_16_pi_imm      , MASK_X_, 0x30fc, { 12,  12,   6}},
op_move_16_pi_ix       , MASK_XY, 0x30f0, { 18,  18,  11}},
op_move_16_pi_pcdi     , MASK_X_, 0x30fa, { 16,  16,   9}},
op_move_16_pi_pcix     , MASK_X_, 0x30fb, { 18,  18,  11}},
op_move_16_pi_pd       , MASK_XY, 0x30e0, { 14,  14,   9}},
op_move_16_pi_pi       , MASK_XY, 0x30d8, { 12,  12,   8}},
op_move_16_toc_ai      , MASK__Y, 0x44d0, { 16,  16,   8}},
op_move_16_toc_al      , MASKALL, 0x44f9, { 24,  24,   8}},
op_move_16_toc_aw      , MASKALL, 0x44f8, { 20,  20,   8}},
op_move_16_toc_dn      , MASK__Y, 0x44c0, { 12,  12,   4}},
op_move_16_toc_di      , MASK__Y, 0x44e8, { 20,  20,   9}},
op_move_16_toc_imm     , MASKALL, 0x44fc, { 16,  16,   6}},
op_move_16_toc_ix      , MASK__Y, 0x44f0, { 22,  22,  11}},
op_move_16_toc_pcdi    , MASKALL, 0x44fa, { 20,  20,   9}},
op_move_16_toc_pcix    , MASKALL, 0x44fb, { 22,  22,  11}},
op_move_16_toc_pd      , MASK__Y, 0x44e0, { 18,  18,   9}},
op_move_16_toc_pi      , MASK__Y, 0x44d8, { 16,  16,   8}},
op_move_16_tos_ai      , MASK__Y, 0x46d0, { 16,  16,  12}},
op_move_16_tos_al      , MASKALL, 0x46f9, { 24,  24,  12}},
op_move_16_tos_aw      , MASKALL, 0x46f8, { 20,  20,  12}},
op_move_16_tos_dn      , MASK__Y, 0x46c0, { 12,  12,   8}},
op_move_16_tos_di      , MASK__Y, 0x46e8, { 20,  20,  13}},
op_move_16_tos_imm     , MASKALL, 0x46fc, { 16,  16,  10}},
op_move_16_tos_ix      , MASK__Y, 0x46f0, { 22,  22,  15}},
op_move_16_tos_pcdi    , MASKALL, 0x46fa, { 20,  20,  13}},
op_move_16_tos_pcix    , MASKALL, 0x46fb, { 22,  22,  15}},
op_move_16_tos_pd      , MASK__Y, 0x46e0, { 18,  18,  13}},
op_move_16_tos_pi      , MASK__Y, 0x46d8, { 16,  16,  12}},
op_move_32_ai_an       , MASK_XY, 0x2088, { 12,  12,   4}},
op_move_32_ai_ai       , MASK_XY, 0x2090, { 20,  20,   8}},
op_move_32_ai_al       , MASK_X_, 0x20b9, { 28,  28,   8}},
op_move_32_ai_aw       , MASK_X_, 0x20b8, { 24,  24,   8}},
op_move_32_ai_dn       , MASK_XY, 0x2080, { 12,  12,   4}},
op_move_32_ai_di       , MASK_XY, 0x20a8, { 24,  24,   9}},
op_move_32_ai_imm      , MASK_X_, 0x20bc, { 20,  20,   8}},
op_move_32_ai_ix       , MASK_XY, 0x20b0, { 26,  26,  11}},
op_move_32_ai_pcdi     , MASK_X_, 0x20ba, { 24,  24,   9}},
op_move_32_ai_pcix     , MASK_X_, 0x20bb, { 26,  26,  11}},
op_move_32_ai_pd       , MASK_XY, 0x20a0, { 22,  22,   9}},
op_move_32_ai_pi       , MASK_XY, 0x2098, { 20,  20,   8}},
op_move_32_al_an       , MASK__Y, 0x23c8, { 20,  20,   6}},
op_move_32_al_ai       , MASK__Y, 0x23d0, { 28,  28,  10}},
op_move_32_al_al       , MASKALL, 0x23f9, { 36,  36,  10}},
op_move_32_al_aw       , MASKALL, 0x23f8, { 32,  32,  10}},
op_move_32_al_dn       , MASK__Y, 0x23c0, { 20,  20,   6}},
op_move_32_al_di       , MASK__Y, 0x23e8, { 32,  32,  11}},
op_move_32_al_imm      , MASKALL, 0x23fc, { 28,  28,  10}},
op_move_32_al_ix       , MASK__Y, 0x23f0, { 34,  34,  13}},
op_move_32_al_pcdi     , MASKALL, 0x23fa, { 32,  32,  11}},
op_move_32_al_pcix     , MASKALL, 0x23fb, { 34,  34,  13}},
op_move_32_al_pd       , MASK__Y, 0x23e0, { 30,  30,  11}},
op_move_32_al_pi       , MASK__Y, 0x23d8, { 28,  28,  10}},
op_move_32_aw_an       , MASK__Y, 0x21c8, { 16,  16,   4}},
op_move_32_aw_ai       , MASK__Y, 0x21d0, { 24,  24,   8}},
op_move_32_aw_al       , MASKALL, 0x21f9, { 32,  32,   8}},
op_move_32_aw_aw       , MASKALL, 0x21f8, { 28,  28,   8}},
op_move_32_aw_dn       , MASK__Y, 0x21c0, { 16,  16,   4}},
op_move_32_aw_di       , MASK__Y, 0x21e8, { 28,  28,   9}},
op_move_32_aw_imm      , MASKALL, 0x21fc, { 24,  24,   8}},
op_move_32_aw_ix       , MASK__Y, 0x21f0, { 30,  30,  11}},
op_move_32_aw_pcdi     , MASKALL, 0x21fa, { 28,  28,   9}},
op_move_32_aw_pcix     , MASKALL, 0x21fb, { 30,  30,  11}},
op_move_32_aw_pd       , MASK__Y, 0x21e0, { 26,  26,   9}},
op_move_32_aw_pi       , MASK__Y, 0x21d8, { 24,  24,   8}},
op_move_32_dn_an       , MASK_XY, 0x2008, {  4,   4,   2}},
op_move_32_dn_ai       , MASK_XY, 0x2010, { 12,  12,   6}},
op_move_32_dn_al       , MASK_X_, 0x2039, { 20,  20,   6}},
op_move_32_dn_aw       , MASK_X_, 0x2038, { 16,  16,   6}},
op_move_32_dn_dn       , MASK_XY, 0x2000, {  4,   4,   2}},
op_move_32_dn_di       , MASK_XY, 0x2028, { 16,  16,   7}},
op_move_32_dn_imm      , MASK_X_, 0x203c, { 12,  12,   6}},
op_move_32_dn_ix       , MASK_XY, 0x2030, { 18,  18,   9}},
op_move_32_dn_pcdi     , MASK_X_, 0x203a, { 16,  16,   7}},
op_move_32_dn_pcix     , MASK_X_, 0x203b, { 18,  18,   9}},
op_move_32_dn_pd       , MASK_XY, 0x2020, { 14,  14,   7}},
op_move_32_dn_pi       , MASK_XY, 0x2018, { 12,  12,   6}},
op_move_32_di_an       , MASK_XY, 0x2148, { 16,  16,   5}},
op_move_32_di_ai       , MASK_XY, 0x2150, { 24,  24,   9}},
op_move_32_di_al       , MASK_X_, 0x2179, { 32,  32,   9}},
op_move_32_di_aw       , MASK_X_, 0x2178, { 28,  28,   9}},
op_move_32_di_dn       , MASK_XY, 0x2140, { 16,  16,   5}},
op_move_32_di_di       , MASK_XY, 0x2168, { 28,  28,  10}},
op_move_32_di_imm      , MASK_X_, 0x217c, { 24,  24,   9}},
op_move_32_di_ix       , MASK_XY, 0x2170, { 30,  30,  12}},
op_move_32_di_pcdi     , MASK_X_, 0x217a, { 28,  28,  10}},
op_move_32_di_pcix     , MASK_X_, 0x217b, { 30,  30,  12}},
op_move_32_di_pd       , MASK_XY, 0x2160, { 26,  26,  10}},
op_move_32_di_pi       , MASK_XY, 0x2158, { 24,  24,   9}},
op_move_32_fru         , MASK__Y, 0x4e68, {  4,   6,   2}},
op_move_32_ix_an       , MASK_XY, 0x2188, { 18,  18,   7}},
op_move_32_ix_ai       , MASK_XY, 0x2190, { 26,  26,  11}},
op_move_32_ix_al       , MASK_X_, 0x21b9, { 34,  34,  11}},
op_move_32_ix_aw       , MASK_X_, 0x21b8, { 30,  30,  11}},
op_move_32_ix_dn       , MASK_XY, 0x2180, { 18,  18,   7}},
op_move_32_ix_di       , MASK_XY, 0x21a8, { 30,  30,  12}},
op_move_32_ix_imm      , MASK_X_, 0x21bc, { 26,  26,  11}},
op_move_32_ix_ix       , MASK_XY, 0x21b0, { 32,  32,  14}},
op_move_32_ix_pcdi     , MASK_X_, 0x21ba, { 30,  30,  12}},
op_move_32_ix_pcix     , MASK_X_, 0x21bb, { 32,  32,  14}},
op_move_32_ix_pd       , MASK_XY, 0x21a0, { 28,  28,  12}},
op_move_32_ix_pi       , MASK_XY, 0x2198, { 26,  26,  11}},
op_move_32_pd_an       , MASK_XY, 0x2108, { 12,  14,   5}},
op_move_32_pd_ai       , MASK_XY, 0x2110, { 20,  22,   9}},
op_move_32_pd_al       , MASK_X_, 0x2139, { 28,  30,   9}},
op_move_32_pd_aw       , MASK_X_, 0x2138, { 24,  26,   9}},
op_move_32_pd_dn       , MASK_XY, 0x2100, { 12,  14,   5}},
op_move_32_pd_di       , MASK_XY, 0x2128, { 24,  26,  10}},
op_move_32_pd_imm      , MASK_X_, 0x213c, { 20,  22,   9}},
op_move_32_pd_ix       , MASK_XY, 0x2130, { 26,  28,  12}},
op_move_32_pd_pcdi     , MASK_X_, 0x213a, { 24,  26,  10}},
op_move_32_pd_pcix     , MASK_X_, 0x213b, { 26,  28,  12}},
op_move_32_pd_pd       , MASK_XY, 0x2120, { 22,  24,  10}},
op_move_32_pd_pi       , MASK_XY, 0x2118, { 20,  22,   9}},
op_move_32_pi_an       , MASK_XY, 0x20c8, { 12,  12,   4}},
op_move_32_pi_ai       , MASK_XY, 0x20d0, { 20,  20,   8}},
op_move_32_pi_al       , MASK_X_, 0x20f9, { 28,  28,   8}},
op_move_32_pi_aw       , MASK_X_, 0x20f8, { 24,  24,   8}},
op_move_32_pi_dn       , MASK_XY, 0x20c0, { 12,  12,   4}},
op_move_32_pi_di       , MASK_XY, 0x20e8, { 24,  24,   9}},
op_move_32_pi_imm      , MASK_X_, 0x20fc, { 20,  20,   8}},
op_move_32_pi_ix       , MASK_XY, 0x20f0, { 26,  26,  11}},
op_move_32_pi_pcdi     , MASK_X_, 0x20fa, { 24,  24,   9}},
op_move_32_pi_pcix     , MASK_X_, 0x20fb, { 26,  26,  11}},
op_move_32_pi_pd       , MASK_XY, 0x20e0, { 22,  22,   9}},
op_move_32_pi_pi       , MASK_XY, 0x20d8, { 20,  20,   8}},
op_move_32_tou         , MASK__Y, 0x4e60, {  4,   6,   2}},
op_movea_16_an         , MASK_XY, 0x3048, {  4,   4,   2}},
op_movea_16_ai         , MASK_XY, 0x3050, {  8,   8,   6}},
op_movea_16_al         , MASK_X_, 0x3079, { 16,  16,   6}},
op_movea_16_aw         , MASK_X_, 0x3078, { 12,  12,   6}},
op_movea_16_dn         , MASK_XY, 0x3040, {  4,   4,   2}},
op_movea_16_di         , MASK_XY, 0x3068, { 12,  12,   7}},
op_movea_16_imm        , MASK_X_, 0x307c, {  8,   8,   4}},
op_movea_16_ix         , MASK_XY, 0x3070, { 14,  14,   9}},
op_movea_16_pcdi       , MASK_X_, 0x307a, { 12,  12,   7}},
op_movea_16_pcix       , MASK_X_, 0x307b, { 14,  14,   9}},
op_movea_16_pd         , MASK_XY, 0x3060, { 10,  10,   7}},
op_movea_16_pi         , MASK_XY, 0x3058, {  8,   8,   6}},
op_movea_32_an         , MASK_XY, 0x2048, {  4,   4,   2}},
op_movea_32_ai         , MASK_XY, 0x2050, { 12,  12,   6}},
op_movea_32_al         , MASK_X_, 0x2079, { 20,  20,   6}},
op_movea_32_aw         , MASK_X_, 0x2078, { 16,  16,   6}},
op_movea_32_dn         , MASK_XY, 0x2040, {  4,   4,   2}},
op_movea_32_di         , MASK_XY, 0x2068, { 16,  16,   7}},
op_movea_32_imm        , MASK_X_, 0x207c, { 12,  12,   6}},
op_movea_32_ix         , MASK_XY, 0x2070, { 18,  18,   9}},
op_movea_32_pcdi       , MASK_X_, 0x207a, { 16,  16,   7}},
op_movea_32_pcix       , MASK_X_, 0x207b, { 18,  18,   9}},
op_movea_32_pd         , MASK_XY, 0x2060, { 14,  14,   7}},
op_movea_32_pi         , MASK_XY, 0x2058, { 12,  12,   6}},
op_movec_32_cr         , MASKALL, 0x4e7a, {  0,  12,   6}},
op_movec_32_rc         , MASKALL, 0x4e7b, {  0,  10,  12}},
op_movem_16_er_ai      , MASK__Y, 0x4c90, { 16,  16,  12}},
op_movem_16_er_al      , MASKALL, 0x4cb9, { 24,  24,  12}},
